member,field_path,dtype,shape,size,missing_or_nonfinite,numeric_min,numeric_max,candidate_role
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Test_Time(s),object,229900,229900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Current(A),float64,229900,229900,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Capacity(Ah),float64,229900,229900,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Voltage(V),float64,229900,229900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Energy(Wh),float64,229900,229900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Temperature(℃),float64,229900,229900,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Date_Time,datetime64[ns],229900,229900,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_cycles210124_002_4.xlsx,记录表.Cycle_Index,int64,229900,229900,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Data_Point,int64,319705,319705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Test_Time(s),object,319705,319705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Current(A),float64,319705,319705,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Capacity(Ah),float64,319705,319705,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Voltage(V),float64,319705,319705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Energy(Wh),float64,319705,319705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Temperature(℃),float64,319705,319705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Date_Time,datetime64[ns],319705,319705,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#63/LR1865SZ_first20cycle210120_002_4.xlsx,记录表.Cycle_Index,int64,319705,319705,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Data_Point,int64,256406,256406,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Test_Time(s),object,256406,256406,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Current(A),float64,256406,256406,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Capacity(Ah),float64,256406,256406,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Voltage(V),float64,256406,256406,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Energy(Wh),float64,256406,256406,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Temperature(℃),float64,256406,256406,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Date_Time,datetime64[ns],256406,256406,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_cycles210124_002_5.xlsx,记录表.Cycle_Index,int64,256406,256406,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Data_Point,int64,317792,317792,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Test_Time(s),object,317792,317792,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Current(A),float64,317792,317792,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Capacity(Ah),float64,317792,317792,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Voltage(V),float64,317792,317792,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Energy(Wh),float64,317792,317792,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Temperature(℃),float64,317792,317792,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Date_Time,datetime64[ns],317792,317792,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#64/LR1865SZ_first20cycle210120_002_5.xlsx,记录表.Cycle_Index,int64,317792,317792,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Data_Point,int64,235714,235714,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Test_Time(s),object,235714,235714,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Current(A),float64,235714,235714,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Capacity(Ah),float64,235714,235714,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Voltage(V),float64,235714,235714,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Energy(Wh),float64,235714,235714,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Temperature(℃),float64,235714,235714,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Date_Time,datetime64[ns],235714,235714,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_cycles210125_002_6.xlsx,记录表.Cycle_Index,int64,235714,235714,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Data_Point,int64,324679,324679,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Test_Time(s),object,324679,324679,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Current(A),float64,324679,324679,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Capacity(Ah),float64,324679,324679,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Voltage(V),float64,324679,324679,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Energy(Wh),float64,324679,324679,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Temperature(℃),float64,324679,324679,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Date_Time,datetime64[ns],324679,324679,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#65/LR1865SZ_first20cycle210121_002_6.xlsx,记录表.Cycle_Index,int64,324679,324679,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Data_Point,int64,241676,241676,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Test_Time(s),object,241676,241676,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Current(A),float64,241676,241676,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Capacity(Ah),float64,241676,241676,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Voltage(V),float64,241676,241676,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Energy(Wh),float64,241676,241676,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Temperature(℃),float64,241676,241676,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Date_Time,datetime64[ns],241676,241676,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_cycles210124_002_8.xlsx,记录表.Cycle_Index,int64,241676,241676,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Data_Point,int64,317380,317380,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Test_Time(s),object,317380,317380,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Current(A),float64,317380,317380,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Capacity(Ah),float64,317380,317380,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Voltage(V),float64,317380,317380,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Energy(Wh),float64,317380,317380,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Temperature(℃),float64,317380,317380,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Date_Time,datetime64[ns],317380,317380,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#66/LR1865SZ_first20cycle210120_002_8.xlsx,记录表.Cycle_Index,int64,317380,317380,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Data_Point,int64,286439,286439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Test_Time(s),object,286439,286439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Current(A),float64,286439,286439,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Capacity(Ah),float64,286439,286439,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Voltage(V),float64,286439,286439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Energy(Wh),float64,286439,286439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Temperature(℃),float64,286439,286439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Date_Time,datetime64[ns],286439,286439,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_cycles210124_003_5.xlsx,记录表.Cycle_Index,int64,286439,286439,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Data_Point,int64,315004,315004,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Test_Time(s),object,315004,315004,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Current(A),float64,315004,315004,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Capacity(Ah),float64,315004,315004,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Voltage(V),float64,315004,315004,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Energy(Wh),float64,315004,315004,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Temperature(℃),float64,315004,315004,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Date_Time,datetime64[ns],315004,315004,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#67/LR1865SZ_first20cycle210120_003_5.xlsx,记录表.Cycle_Index,int64,315004,315004,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Data_Point,int64,237554,237554,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Test_Time(s),object,237554,237554,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Current(A),float64,237554,237554,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Capacity(Ah),float64,237554,237554,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Voltage(V),float64,237554,237554,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Energy(Wh),float64,237554,237554,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Temperature(℃),float64,237554,237554,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Date_Time,datetime64[ns],237554,237554,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_cycles210124_003_7.xlsx,记录表.Cycle_Index,int64,237554,237554,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Data_Point,int64,318423,318423,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Test_Time(s),object,318423,318423,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Current(A),float64,318423,318423,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Capacity(Ah),float64,318423,318423,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Voltage(V),float64,318423,318423,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Energy(Wh),float64,318423,318423,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Temperature(℃),float64,318423,318423,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Date_Time,datetime64[ns],318423,318423,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#68/LR1865SZ_first20cycle210120_003_7.xlsx,记录表.Cycle_Index,int64,318423,318423,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Data_Point,int64,292044,292044,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Test_Time(s),object,292044,292044,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Current(A),float64,292044,292044,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Capacity(Ah),float64,292044,292044,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Voltage(V),float64,292044,292044,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Energy(Wh),float64,292044,292044,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Temperature(℃),float64,292044,292044,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Date_Time,datetime64[ns],292044,292044,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_cycles210124_003_8.xlsx,记录表.Cycle_Index,int64,292044,292044,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Data_Point,int64,312223,312223,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Test_Time(s),object,312223,312223,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Current(A),float64,312223,312223,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Capacity(Ah),float64,312223,312223,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Voltage(V),float64,312223,312223,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Energy(Wh),float64,312223,312223,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Temperature(℃),float64,312223,312223,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Date_Time,datetime64[ns],312223,312223,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#69/LR1865SZ_first20cycle210120_003_8.xlsx,记录表.Cycle_Index,int64,312223,312223,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Data_Point,int64,212104,212104,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Test_Time(s),object,212104,212104,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Current(A),float64,212104,212104,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Capacity(Ah),float64,212104,212104,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Voltage(V),float64,212104,212104,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Energy(Wh),float64,212104,212104,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Temperature(℃),float64,212104,212104,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Date_Time,datetime64[ns],212104,212104,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_cycles201229_001_2.xlsx,记录表.Cycle_Index,int64,212104,212104,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Data_Point,int64,323800,323800,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Test_Time(s),object,323800,323800,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Current(A),float64,323800,323800,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Capacity(Ah),float64,323800,323800,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Voltage(V),float64,323800,323800,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Energy(Wh),float64,323800,323800,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Temperature(℃),float64,323800,323800,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Date_Time,datetime64[ns],323800,323800,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#7/LR1865SZ_first20cycle201225_001_2.xlsx,记录表.Cycle_Index,int64,323800,323800,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Data_Point,int64,268507,268507,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Test_Time(s),object,268507,268507,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Current(A),float64,268507,268507,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Capacity(Ah),float64,268507,268507,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Voltage(V),float64,268507,268507,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Energy(Wh),float64,268507,268507,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Temperature(℃),float64,268507,268507,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Date_Time,datetime64[ns],268507,268507,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_cycles210126_004_1.xlsx,记录表.Cycle_Index,int64,268507,268507,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Data_Point,int64,304609,304609,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Test_Time(s),object,304609,304609,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Current(A),float64,304609,304609,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Capacity(Ah),float64,304609,304609,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Voltage(V),float64,304609,304609,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#70/LR1865SZ_first20cycle210122_004_1.xlsx,记录表.Energy(Wh),float64,304609,304609,0,,,other
